City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket
Bengaluru,2017-08-06,15.21,81.72,8.53,27.33,2.2451070336391448,24.46,2.44,5.32,6.06,127.0,Moderate
Bengaluru,2017-08-07,22.82,88.33,8.83,27.76,2.2294801223241594,24.53,2.91,5.27,54.59,176.0,Moderate
Bengaluru,2017-08-08,21.07,99.54,8.48,27.75,2.213853211009175,24.43,2.01,5.79,48.17,143.0,Moderate
Bengaluru,2017-08-09,22.31,92.2,14.25,29.38,2.1982262996941904,24.68,0.95,5.12,33.6,74.0,Satisfactory
Bengaluru,2017-08-10,14.14,77.12,10.87,27.85,2.182599388379206,24.56,0.61,4.46,9.71,50.0,Good
Bengaluru,2017-08-11,10.11,71.85,14.03,32.5,2.1669724770642205,24.42,0.68,4.06,16.65,56.0,Satisfactory
Bengaluru,2017-08-12,3.91,61.7,12.54,32.46,2.151345565749236,23.93,0.86,5.24,18.87,50.0,Good
Bengaluru,2017-08-13,4.69,116.59,16.42,32.78,2.1357186544342515,23.44,1.14,4.6,23.74,67.0,Satisfactory
Bengaluru,2017-08-14,19.41,115.3,12.81,32.52,2.120091743119267,22.95,0.96,4.92,26.54,82.0,Satisfactory
Bengaluru,2017-08-15,20.88,68.12,14.75,29.7,2.1044648318042816,24.17,0.64,5.4,7.35,70.0,Satisfactory
Bengaluru,2017-08-16,17.91,60.6,7.34,24.95,2.088837920489297,24.61,1.01,5.43,20.51,65.0,Satisfactory
Bengaluru,2017-08-17,18.42,78.23,5.51,29.56,2.0732110091743126,24.71,1.25,4.51,21.86,70.0,Satisfactory
Bengaluru,2017-08-18,14.92,57.1,7.89,30.9,2.057584097859328,24.69,0.61,4.3,21.39,64.0,Satisfactory
Bengaluru,2017-08-19,18.66,53.12,9.13,27.62,2.0419571865443435,24.52,0.68,4.7,20.13,57.0,Satisfactory
Bengaluru,2017-08-20,10.89,61.8,16.11,29.64,2.026330275229358,24.3,1.02,4.93,11.17,63.0,Satisfactory
Bengaluru,2017-08-21,14.53,88.86,11.74,28.09,2.0107033639143737,24.48,0.95,4.92,16.04,48.0,Good
Bengaluru,2017-08-22,18.87,89.66,11.4,26.93,1.9950764525993891,24.4,0.89,5.08,20.89,63.0,Satisfactory
Bengaluru,2017-08-23,18.18,75.76,9.12,26.59,1.9794495412844046,24.3,0.85,4.21,27.15,62.0,Satisfactory
Bengaluru,2017-08-24,59.05,66.25,11.58,27.01,1.9638226299694193,24.49,0.71,4.66,21.84,68.0,Satisfactory
Bengaluru,2017-08-25,97.97,49.59,8.83,25.15,1.9481957186544347,24.22,0.57,4.71,19.86,172.0,Moderate
Bengaluru,2017-08-26,14.19,72.62,9.51,26.25,1.9325688073394502,25.06,0.97,4.61,19.83,91.0,Satisfactory
Bengaluru,2017-08-27,11.71,48.41,11.76,26.08,1.9169418960244657,24.2,0.67,4.85,7.65,39.0,Good
Bengaluru,2017-08-28,17.58,89.92,15.21,28.01,1.9013149847094803,24.36,0.86,5.52,13.12,47.0,Good
Bengaluru,2017-08-29,16.33,100.74,15.67,28.51,1.8856880733944958,24.61,1.01,4.79,14.98,57.0,Satisfactory
Bengaluru,2017-08-30,20.42,90.87,10.24,26.31,1.8700611620795113,24.58,0.85,4.85,16.33,56.0,Satisfactory
Bengaluru,2017-08-31,24.96,111.68,7.86,26.74,1.8544342507645268,24.78,0.77,5.48,24.66,69.0,Satisfactory
Bengaluru,2017-09-01,158.67,86.06,12.57,26.66,1.8388073394495423,24.45,1.25,4.92,13.48,200.0,Moderate
Bengaluru,2017-09-02,114.92,87.12,24.01,31.99,1.823180428134557,24.44,0.82,4.8,15.86,135.0,Moderate
Bengaluru,2017-09-03,14.2,59.94,16.73,30.59,1.8075535168195724,24.2,0.68,4.77,29.74,107.0,Moderate
Bengaluru,2017-09-04,39.74,85.24,15.95,30.16,1.791926605504588,24.42,0.77,4.65,23.83,74.0,Satisfactory
Bengaluru,2017-09-05,14.2,98.1,13.44,28.6,1.7762996941896034,24.44,1.34,5.28,23.99,79.0,Satisfactory
Bengaluru,2017-09-06,21.2,49.13,14.2,28.55,1.760672782874618,24.13,0.63,5.28,27.63,101.0,Moderate
Bengaluru,2017-09-07,9.57,100.44,14.26,30.93,1.7450458715596335,24.37,0.7,5.62,12.5,60.0,Satisfactory
Bengaluru,2017-09-08,32.86,72.73,11.97,30.75,1.729418960244649,24.37,0.91,4.7,34.54,75.0,Satisfactory
Bengaluru,2017-09-09,22.63,83.19,17.49,36.31,1.7137920489296645,24.34,0.69,4.83,15.06,114.0,Moderate
Bengaluru,2017-09-10,14.52,93.49,31.66,39.24,1.6981651376146791,24.653333333333332,0.68,5.96,9.66,57.0,Satisfactory
Bengaluru,2017-09-11,15.27,115.56,24.71,42.37,1.6825382262996946,24.96666666666667,0.73,6.18,9.5,68.0,Satisfactory
Bengaluru,2017-09-12,17.48,104.51,16.21,39.09,1.6669113149847101,25.28,0.73,5.45,11.3,68.0,Satisfactory
Bengaluru,2017-09-13,16.5,108.42,12.07,34.8,1.6512844036697256,24.62,0.67,4.68,12.87,59.0,Satisfactory
Bengaluru,2017-09-14,14.05,90.68,9.17,29.42,1.6356574923547411,24.2,0.94,4.4,28.38,63.0,Satisfactory
Bengaluru,2017-09-15,8.58,71.81,11.34,31.38,1.6200305810397557,25.08,0.58,4.68,18.53,52.0,Satisfactory
Bengaluru,2017-09-16,8.49,92.8,11.49,31.42,1.6044036697247712,24.21,0.37,5.42,14.39,49.0,Good
Bengaluru,2017-09-17,7.02,52.78,12.3,31.84,1.5887767584097867,23.37,0.42,5.52,5.9,40.0,Good
Bengaluru,2017-09-18,8.57,66.31,8.79,28.46,1.5731498470948022,23.92,0.42,5.12,6.18,43.0,Good
Bengaluru,2017-09-19,7.68,87.05,8.76,29.35,1.5575229357798168,23.97,0.42,5.56,19.64,44.0,Good
Bengaluru,2017-09-20,10.21,81.53,6.9,28.47,1.5418960244648323,24.05,0.47,5.14,25.61,52.0,Satisfactory
Bengaluru,2017-09-21,12.64,80.51,7.32,28.19,1.5262691131498478,24.04,0.38,5.16,24.16,51.0,Satisfactory
Bengaluru,2017-09-22,17.93,80.49,6.28,27.46,1.5106422018348633,24.05,0.35,4.89,28.96,51.0,Satisfactory
Bengaluru,2017-09-23,21.62,91.14,10.16,30.95,1.495015290519878,24.15,0.4,5.3,41.31,76.0,Satisfactory
Bengaluru,2017-09-24,23.7,112.5,15.23,35.09,1.4793883792048934,24.18,0.49,6.04,29.38,76.0,Satisfactory
Bengaluru,2017-09-25,19.26,53.18,8.88,29.23,1.463761467889909,23.77,0.4,5.49,24.14,57.0,Satisfactory
Bengaluru,2017-09-26,22.47,76.88,8.48,29.13,1.4481345565749244,23.87,0.48,4.76,27.37,65.0,Satisfactory
Bengaluru,2017-09-27,28.3,50.86,15.29,38.34,1.43250764525994,22.64,0.57,6.16,7.85,83.0,Satisfactory
Bengaluru,2017-09-28,21.59,90.26,4.57,24.81,1.4168807339449545,21.83,0.32,4.63,21.6,56.0,Satisfactory
Bengaluru,2017-09-29,22.36,71.25,7.58,29.64,1.40125382262997,23.84,0.5,5.13,8.95,58.0,Satisfactory
Bengaluru,2017-09-30,30.65,68.52,7.05,26.24,1.3856269113149855,23.87,0.45,5.74,29.89,61.0,Satisfactory
Bengaluru,2017-10-01,20.01,57.46,5.63,27.01,1.37,23.86,0.38,4.53,21.92,66.0,Satisfactory
Bengaluru,2017-10-02,20.5,46.54,38.94,25.68,1.8,23.89,0.52,5.64,34.02,69.0,Satisfactory
Bengaluru,2017-10-03,22.85,63.75,6.46,25.43,1.81,23.95,0.49,4.49,29.93,62.0,Satisfactory
Bengaluru,2017-10-04,121.63,67.04,4.69,24.72,7.5,23.88,0.57,5.36,30.31,125.0,Moderate
Bengaluru,2017-10-05,21.36,42.33,13.18,32.24,21.6,24.02,0.66,5.07,10.53,126.0,Moderate
Bengaluru,2017-10-06,24.73,55.39,8.58,28.49,17.21,24.05,0.6,5.66,28.31,80.0,Satisfactory
Bengaluru,2017-10-07,29.16,70.61,9.98,26.77,17.23,25.33,0.58,4.55,21.99,70.0,Satisfactory
Bengaluru,2017-10-08,78.14,65.04,7.57,22.5,14.42,26.27,0.58,4.22,35.86,104.0,Moderate
Bengaluru,2017-10-09,26.08,71.87,9.19,25.0,15.19,26.53,1.35,5.2,20.43,83.0,Satisfactory
Bengaluru,2017-10-10,32.21,73.85,9.9,29.03,14.78,26.4,2.02,3.93,45.08,130.0,Moderate
Bengaluru,2017-10-11,22.5,62.71,14.24,31.64,17.4,26.24,0.64,4.38,34.99,79.0,Satisfactory
Bengaluru,2017-10-12,27.29,54.56,10.47,30.86,16.24,26.64,0.57,4.2,22.7,71.0,Satisfactory
Bengaluru,2017-10-13,24.83,52.24,10.69,30.63,16.58,26.23,0.5,4.49,14.59,61.0,Satisfactory
Bengaluru,2017-10-14,32.61,44.65,10.09,28.07,15.1,26.16,0.48,4.64,9.9,67.0,Satisfactory
Bengaluru,2017-10-15,40.34,50.86,14.0,34.04,18.62,26.03,0.46,4.22,13.39,73.0,Satisfactory
Bengaluru,2017-10-16,21.63,76.61,9.41,29.07,15.09,26.29,0.43,4.05,15.03,58.0,Satisfactory
Bengaluru,2017-10-17,27.86,118.88,14.4,35.25,21.29,26.83,0.55,4.37,17.23,64.0,Satisfactory
Bengaluru,2017-10-18,39.39,188.67,18.27,41.73,23.66,26.76,0.62,4.81,27.54,98.0,Satisfactory
Bengaluru,2017-10-19,44.66,147.94,12.47,32.42,21.72,26.71,0.57,4.39,34.64,98.0,Satisfactory
Bengaluru,2017-10-20,79.76,264.9,14.24,40.38,22.47,26.81,0.58,5.88,38.72,177.0,Moderate
Bengaluru,2017-10-21,39.67,157.62,8.15,32.18,16.86,26.51,0.87,5.69,34.89,129.0,Moderate
Bengaluru,2017-10-22,22.44,118.74,8.29,31.05,14.94,26.26,0.79,5.32,28.1,79.0,Satisfactory
Bengaluru,2017-10-23,26.85,123.41,9.24,33.32,17.72,26.38,1.08,5.39,33.95,80.0,Satisfactory
Bengaluru,2017-10-24,42.56,176.27,15.76,44.63,25.27,26.59,1.26,5.62,27.3,94.0,Satisfactory
Bengaluru,2017-10-25,35.29,134.15,16.44,43.04,26.42,26.4,1.59,4.42,20.57,96.0,Satisfactory
Bengaluru,2017-10-26,25.49,88.04,17.04,39.14,22.64,26.39,1.22,4.26,12.69,75.0,Satisfactory
Bengaluru,2017-10-27,26.03,87.11,13.99,36.53,19.54,26.4,1.03,4.26,19.69,66.0,Satisfactory
Bengaluru,2017-10-28,37.38,91.81,15.78,39.18,22.25,26.62,1.55,4.97,32.07,80.0,Satisfactory
Bengaluru,2017-10-29,47.47,100.35,15.01,39.01,21.46,26.6,1.08,4.3,36.67,98.0,Satisfactory
Bengaluru,2017-10-30,45.49,82.59,9.57,32.5,16.63,26.61,0.77,3.71,32.74,102.0,Moderate
Bengaluru,2017-10-31,122.41,68.08,12.13,33.67,24.36,26.65,0.84,3.6,47.84,120.0,Moderate
Bengaluru,2017-11-01,39.88,56.91,6.5,24.85,47.53,26.39,0.48,2.66,43.92,141.0,Moderate
Bengaluru,2017-11-02,66.54,57.13,7.2,26.81,50.52,26.14,0.44,4.15,44.38,120.0,Moderate
Bengaluru,2017-11-03,58.73,73.54,8.53,29.41,62.33,26.64,0.56,5.08,52.18,159.0,Moderate
Bengaluru,2017-11-04,41.02,64.65,14.44,34.07,27.96,26.61,0.76,3.3,43.23,125.0,Moderate
Bengaluru,2017-11-05,26.7,29.28,14.87,29.05,23.52,26.44,0.69,3.33,17.19,59.0,Satisfactory
Bengaluru,2017-11-06,22.05,27.3,11.58,29.82,22.24,26.93,0.75,3.15,6.75,49.0,Good
Bengaluru,2017-11-07,27.98,42.42,13.12,33.64,25.13,26.82,0.82,3.51,7.02,68.0,Satisfactory
Bengaluru,2017-11-08,26.89,40.08,13.32,33.43,25.46,26.82,0.86,2.98,13.74,54.0,Satisfactory
Bengaluru,2017-11-09,25.94,66.25,12.3,37.65,26.42,26.77,0.97,3.26,30.46,70.0,Satisfactory
Bengaluru,2017-11-10,31.21,51.65,9.12,30.19,20.93,25.71,0.9,2.76,24.08,75.0,Satisfactory
Bengaluru,2017-11-11,32.87,77.14,10.67,36.09,24.53,26.5,0.99,3.99,30.86,77.0,Satisfactory
Bengaluru,2017-11-12,26.99,72.0,10.11,36.27,24.2,26.38,0.86,3.85,14.76,69.0,Satisfactory
Bengaluru,2017-11-13,30.4,57.77,9.61,32.51,22.14,26.54,0.74,3.68,43.16,65.0,Satisfactory
Bengaluru,2017-11-14,26.94,65.86,8.67,30.57,20.53,26.59,0.91,4.15,37.68,68.0,Satisfactory
Bengaluru,2017-11-15,30.7,66.28,5.9,27.55,17.34,26.72,0.93,3.88,39.31,66.0,Satisfactory
Bengaluru,2017-11-16,37.93,78.07,9.59,34.47,23.09,26.88,0.95,4.34,34.31,76.0,Satisfactory
Bengaluru,2017-11-17,35.72,71.36,5.76,30.34,18.76,26.65,0.89,3.97,37.48,81.0,Satisfactory
Bengaluru,2017-11-18,34.96,63.17,8.73,36.57,22.57,26.87,0.71,3.59,19.28,64.0,Satisfactory
Bengaluru,2017-11-19,30.66,59.05,11.02,39.44,25.1,26.56,0.92,3.76,15.11,68.0,Satisfactory
Bengaluru,2017-11-20,32.21,58.7,10.9,36.61,25.05,26.43,0.91,3.59,17.27,62.0,Satisfactory
Bengaluru,2017-11-21,25.79,41.37,12.88,34.1,26.66,26.4,0.89,3.83,3.14,60.0,Satisfactory
Bengaluru,2017-11-22,44.84,46.73,12.04,37.02,28.5,26.84,0.85,3.36,15.6,65.0,Satisfactory
Bengaluru,2017-11-23,38.07,63.39,11.09,42.75,28.13,27.21,0.98,4.05,28.57,87.0,Satisfactory
Bengaluru,2017-11-24,17.64,80.23,12.17,46.1,30.94,26.78,0.95,3.89,29.13,82.0,Satisfactory
Bengaluru,2017-11-25,17.81,81.86,15.43,50.65,34.88,26.705833333333334,0.94,3.81,38.5,72.0,Satisfactory
Bengaluru,2017-11-26,15.67,69.67,15.31,48.12,33.72,26.631666666666668,0.9,3.75,35.73,69.0,Satisfactory
Bengaluru,2017-11-27,10.7,57.05,16.9,47.51,34.14,26.5575,0.92,3.82,24.36,58.0,Satisfactory
Bengaluru,2017-11-28,11.46,65.13,15.56,50.06,34.51,26.483333333333334,0.93,3.95,22.54,58.0,Satisfactory
Bengaluru,2017-11-29,197.41,64.65,11.01,39.39,26.59,26.409166666666668,0.77,3.99,23.71,82.0,Satisfactory
Bengaluru,2017-11-30,74.5,36.84,10.38,32.3,22.72,26.335,0.97,4.12,19.73,68.0,Satisfactory
Bengaluru,2017-12-01,1.76,19.23,8.52,31.43,21.32,26.260833333333334,0.65,3.23,4.11,53.0,Satisfactory
Bengaluru,2017-12-02,1.72,53.35,8.64,35.74,23.42,26.186666666666667,0.62,2.98,4.61,26.0,Good
Bengaluru,2017-12-03,32.42,69.73,13.43,42.05,29.32,26.1125,0.86,2.16,8.9,54.0,Satisfactory
Bengaluru,2017-12-04,18.72,71.86,13.35,42.47,30.26,26.038333333333334,0.86,2.58,24.47,68.0,Satisfactory
Bengaluru,2017-12-05,11.27,63.98,12.38,40.08,25.19,25.964166666666667,0.7,3.02,12.45,63.0,Satisfactory
Bengaluru,2017-12-06,93.7,92.18,12.0,44.52,28.15,25.89,0.89,4.86,14.20086956521739,83.0,Satisfactory
Bengaluru,2017-12-07,70.22,77.97,15.06,47.64,31.84,37.81,1.27,4.42,15.951739130434781,96.0,Satisfactory
Bengaluru,2017-12-08,103.18,93.55,28.0,66.21,50.17,68.36,1.05,4.75,17.702608695652174,120.0,Moderate
Bengaluru,2017-12-09,90.59,108.41,21.48,62.95,44.62,30.02,1.1,4.86,19.453478260869563,148.0,Moderate
Bengaluru,2017-12-10,81.28,117.05,17.62,57.89,38.79,42.43,1.06,4.96,21.204347826086956,133.0,Moderate
Bengaluru,2017-12-11,63.5,85.74,8.19,38.93,41.9,37.61,0.78,4.41,22.955217391304345,143.0,Moderate
Bengaluru,2017-12-12,96.11666666666667,85.6,7.87,33.87,33.0,54.97,0.57,3.84,24.706086956521737,86.0,Satisfactory
Bengaluru,2017-12-13,128.73333333333335,93.92,10.44,39.02,28.17,87.2,0.79,3.72,26.45695652173913,75.0,Satisfactory
Bengaluru,2017-12-14,161.35,73.5,16.43,43.69,34.18,56.03,0.94,3.71,28.20782608695652,86.0,Satisfactory
Bengaluru,2017-12-15,85.57,55.14,42.05,81.78,67.93,28.03,0.96,2.87,29.958695652173912,122.0,Moderate
Bengaluru,2017-12-16,75.91,63.26,12.88,42.57,29.85,37.28,0.8,3.2,31.7095652173913,119.0,Moderate
Bengaluru,2017-12-17,79.75,69.56,12.25,48.64,31.65,46.53,0.89,3.56,33.460434782608694,100.0,Satisfactory
Bengaluru,2017-12-18,84.85,81.51,13.94,63.33,39.92,55.78,0.89,3.66,35.211304347826086,108.0,Moderate
Bengaluru,2017-12-19,76.92,72.71,10.01,50.27,31.68,65.03,0.97,3.71,36.96217391304347,112.0,Moderate
Bengaluru,2017-12-20,107.9,70.28,11.34,80.93,88.57,57.13,1.0,6.38,38.713043478260865,110.0,Moderate
Bengaluru,2017-12-21,84.55,62.23,10.59,115.11,69.84,49.98,0.95,5.76,40.46391304347826,131.0,Moderate
Bengaluru,2017-12-22,71.71,58.04,11.41,142.35,77.93,37.0,0.95,3.32,42.21478260869565,93.0,Satisfactory
Bengaluru,2017-12-23,56.14,60.26,10.11,61.7,37.69,80.1,0.9,3.55,43.96565217391304,91.0,Satisfactory
Bengaluru,2017-12-24,48.78,38.57,3.71,31.49,17.8,84.26,0.69,2.29,45.71652173913043,70.0,Satisfactory
Bengaluru,2017-12-25,159.52,45.31,4.58,29.62,14.41,72.53,0.71,2.78,47.46739130434783,91.0,Satisfactory
Bengaluru,2017-12-26,63.3,60.95,7.62,32.19,20.89,37.01,0.81,2.72,49.21826086956521,174.0,Moderate
